,Description,Timing,Open Book Exam,Component Scale,Must Pass Component,% of Final Grade,Assessment Type,Module Code,Scaled % of Final Grade,Work Type,Level,Credits,School,Module Coordinator,Semester,Enrolled Students 22/23,Stage,Student Credits,Assessment Credits
351,Group Project: Short group-based process layout and safety exercise,Unspecified,,Graded,No,15,Group Project,CHEN30150,15,Blended,3,5.0,Chem & Bioprocess Engineering,Assoc Professor Steven Ferguson,Spring,24,,18.0,0.75
352,Project: Mechanical design project,Unspecified,,Graded,No,75,Project,CHEN30150,75,At home,3,5.0,Chem & Bioprocess Engineering,Assoc Professor Steven Ferguson,Spring,24,,90.0,3.75
353,Class Test: In-Class MCQ,Throughout the Trimester,,Standard conversion grade scale 40%,No,10,Class Test,CHEN30150,10,In person,3,5.0,Chem & Bioprocess Engineering,Assoc Professor Steven Ferguson,Spring,24,,12.0,0.5
354,Group Project: HAZOP Exercise and Report,Unspecified,,Graded,No,8,Group Project,CHEN30200,16,Blended,3,10.0,Chem & Bioprocess Engineering,Assoc Professor Steven Ferguson,Spring,17,,13.600000000000001,0.8
355,Project: Plant Design Project,Throughout the Trimester,,Graded,No,50,Project,CHEN30200,100,At home,3,10.0,Chem & Bioprocess Engineering,Assoc Professor Steven Ferguson,Spring,17,,85.0,5.0
356,Class Test: In class MCQ,Throughout the Trimester,,Standard conversion grade scale 40%,No,5,Class Test,CHEN30200,10,In person,3,10.0,Chem & Bioprocess Engineering,Assoc Professor Steven Ferguson,Spring,17,,8.5,0.5
357,Project: Mechanical Design Project,Throughout the Trimester,,Graded,No,38,Project,CHEN30200,76,At home,3,10.0,Chem & Bioprocess Engineering,Assoc Professor Steven Ferguson,Spring,17,,64.6,3.8
358,Continuous Assessment: Laboratory Reports & associated assignments,Varies over the Trimester,,Alternative linear conversion grade scale 40%,No,100,Continuous Assessment,CHEN30210,200,At home,3,10.0,Chem & Bioprocess Engineering,Dr Roderick Jones,Spring,14,,140.0,10.0
359,Continuous Assessment: Laboratory Reports & Assignments,Varies over the Trimester,,Alternative linear conversion grade scale 40%,No,100,Continuous Assessment,CHEN30240,100,At home,3,5.0,Chem & Bioprocess Engineering,Dr Roderick Jones,Spring,25,,125.0,5.0
360,Continuous Assessment: Reports & Assignments,Varies over the Trimester,,Alternative linear conversion grade scale 40%,No,100,Continuous Assessment,CHEN30250,100,At home,3,5.0,Chem & Bioprocess Engineering,Dr Roderick Jones,Spring,23,,115.0,5.0
361,Assignment: In Class and homework assignments,Varies over the Trimester,,Alternative linear conversion grade scale 40%,No,40,Assignment,CHEN40010,40,At home,4,5.0,Chem & Bioprocess Engineering,Dr Eoin Syron,Spring,46,,92.0,2.0
362,Assignment: Topical Environmental Debate,Varies over the Trimester,,Alternative linear conversion grade scale 40%,No,30,Assignment,CHEN40010,30,At home,4,5.0,Chem & Bioprocess Engineering,Dr Eoin Syron,Spring,46,,69.0,1.5
363,Examination: End of semester Exam including MCQ + Numerical questions,2 hour End of Trimester Exam,Yes,Alternative linear conversion grade scale 40%,No,30,Examination,CHEN40010,30,In person,4,5.0,Chem & Bioprocess Engineering,Dr Eoin Syron,Spring,46,,69.0,1.5
364,Continuous Assessment: Various assignments,Varies over the Trimester,,Graded,No,100,Continuous Assessment,CHEN40020,100,At home,4,5.0,Chem & Bioprocess Engineering,Dr Jessica Whelan,Autumn,20,,100.0,5.0
365,Examination: End of semester exam,2 hour End of Trimester Exam,No,Graded,No,50,Examination,CHEN40040,50,In person,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Autumn,45,,112.5,2.5
366,Assignment: Topic Review,Coursework (End of Trimester),,Graded,No,30,Assignment,CHEN40040,30,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Autumn,45,,67.5,1.5
367,Assignment: Product Review,Week 8,,Graded,No,20,Assignment,CHEN40040,20,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Autumn,45,,45.0,1.0
368,Assignment: Final Assignment,Week 12,,Graded,No,25,Assignment,CHEN40060,25,At home,4,5.0,Chem & Bioprocess Engineering,Dr Ioscani Jimenez Del Val,Spring,22,,27.5,1.25
369,Continuous Assessment: Assignments,Varies over the Trimester,,Graded,No,25,Continuous Assessment,CHEN40060,25,At home,4,5.0,Chem & Bioprocess Engineering,Dr Ioscani Jimenez Del Val,Spring,22,,27.5,1.25
370,Examination: Final examination,2 hour End of Trimester Exam,No,Graded,No,50,Examination,CHEN40060,50,In person,4,5.0,Chem & Bioprocess Engineering,Dr Ioscani Jimenez Del Val,Spring,22,,55.0,2.5
371,Lab Report: Lab reports,Coursework (End of Trimester),,Graded,No,50,Lab Report,CHEN40090,50,Blended,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Spring,20,,50.0,2.5
372,Examination: End of lab session MCQ,1 hour End of Trimester Exam,No,Other,No,50,Examination,CHEN40090,50,In person,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Spring,20,,50.0,2.5
373,Continuous Assessment: Assignments,Varies over the Trimester,,Graded,No,100,Continuous Assessment,CHEN40110,100,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Autumn,59,,295.0,5.0
374,Continuous Assessment: Various assignments over the semester,Varies over the Trimester,,Graded,No,100,Continuous Assessment,CHEN40120,100,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Autumn,18,,90.0,5.0
375,Assignment: Assignment,Coursework (End of Trimester),,Graded,No,85,Assignment,CHEN40130,85,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Spring,62,,263.5,4.25
376,Continuous Assessment: Three in-class exercises,Throughout the Trimester,,Graded,No,15,Continuous Assessment,CHEN40130,15,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Spring,62,,46.5,0.75
377,Project: Research project and Literature review,Varies over the Trimester,,Graded,No,100,Project,CHEN40140,600,At home,4,30.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Summer,38,,1140.0,30.0
378,"Class Test: Assignment questions on optimisation or characterisation the operation of separation unit operations, studied within the course.",Unspecified,,Graded,No,20,Class Test,CHEN40150,20,In person,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Steven Ferguson,Autumn,40,,40.0,1.0
379,Examination: End of Trimester Examination,2 hour End of Trimester Exam,No,Graded,No,80,Examination,CHEN40150,80,In person,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Steven Ferguson,Autumn,40,,160.0,4.0
380,Assignment: Coursework assignments,Varies over the Trimester,,Standard conversion grade scale 40%,No,30,Assignment,CHEN40160,30,At home,4,5.0,Chem & Bioprocess Engineering,Dr Philip Donnellan,Autumn,42,,63.0,1.5
381,Examination: End of Semester Examination,2 hour End of Trimester Exam,No,Standard conversion grade scale 40%,No,70,Examination,CHEN40160,70,In person,4,5.0,Chem & Bioprocess Engineering,Dr Philip Donnellan,Autumn,42,,147.0,3.5
382,Project: Mini-thesis,Coursework (End of Trimester),,Graded,No,90,Project,CHEN40200,180,At home,4,10.0,Chem & Bioprocess Engineering,Dr Jessica Whelan,Spring,10,,90.0,9.0
383,Presentation: Oral presentation to students and staff,Week 11,,Graded,No,10,Presentation,CHEN40200,20,In person,4,10.0,Chem & Bioprocess Engineering,Dr Jessica Whelan,Spring,10,,10.0,1.0
384,"Project: Experimental-protocol/data-analysis plan, with substantial appendix directed to matters of safety and ethics",Coursework (End of Trimester),,Graded,No,50,Project,CHEN40210,50,At home,4,5.0,Chem & Bioprocess Engineering,Dr Jessica Whelan,Autumn,12,,30.0,2.5
385,Project: Literature review,Coursework (End of Trimester),,Graded,No,50,Project,CHEN40210,50,At home,4,5.0,Chem & Bioprocess Engineering,Dr Jessica Whelan,Autumn,12,,30.0,2.5
386,Essay: End of term: timely submission of an essay written on a chosen topic from a list. Open to literature sources and lectures.The class will have interactive discussions and regular attendance helps.,Coursework (End of Trimester),,Graded,No,50,Essay,CHEN40440,50,At home,4,5.0,Chem & Bioprocess Engineering,Professor Ravindranathan Thampi,Spring,28,,70.0,2.5
387,Seminar: Given topics related to renewable energy and sustainability in general,Varies over the Trimester,,Graded,No,50,Seminar,CHEN40440,50,In person,4,5.0,Chem & Bioprocess Engineering,Professor Ravindranathan Thampi,Spring,28,,70.0,2.5
388,Project: Research project and Literature Review,Varies over the Trimester,,Graded,No,100,Project,CHEN40450,600,At home,4,30.0,Chem & Bioprocess Engineering,Dr Georg Pesch,Summer,2,,60.0,30.0
389,Examination: End of semester exam,2 hour End of Trimester Exam,No,Graded,No,50,Examination,CHEN40460,50,In person,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Spring,46,,115.0,2.5
390,Continuous Assessment: Assignment,Coursework (End of Trimester),,Graded,No,50,Continuous Assessment,CHEN40460,50,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Spring,46,,115.0,2.5
391,Seminar: Short reports on seminars,Throughout the Trimester,,Graded,No,10,Seminar,CHEN40470,10,In person,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Spring,35,,17.5,0.5
392,Essay: Topic related to tissue engineering,Varies over the Trimester,,Graded,No,70,Essay,CHEN40470,70,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Spring,35,,122.5,3.5
393,Presentation: Topic related to tissue engineering,Throughout the Trimester,,Graded,No,20,Presentation,CHEN40470,20,In person,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Spring,35,,35.0,1.0
394,Continuous Assessment: 3 assignments,Varies over the Trimester,,Graded,No,60,Continuous Assessment,CHEN40480,60,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Autumn,21,,63.0,3.0
395,Examination: Open book exam,2 hour End of Trimester Exam,Yes,Graded,No,40,Examination,CHEN40480,40,In person,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Autumn,21,,42.0,2.0
396,"Continuous Assessment: Preparation for, attendance at and participation in teaching activities",Throughout the Trimester,,Pass/Fail Grade Scale,No,40,Continuous Assessment,CHEN40490,80,At home,4,10.0,Chem & Bioprocess Engineering,Dr Eoin Syron,Autumn,6,,24.0,4.0
397,Journal: Blog/Journal entries,Throughout the Trimester,,Pass/Fail Grade Scale,No,30,Journal,CHEN40490,60,Blended,4,10.0,Chem & Bioprocess Engineering,Dr Eoin Syron,Autumn,6,,18.0,3.0
398,Assignment: 'Planning my teaching',Throughout the Trimester,,Graded,No,30,Assignment,CHEN40490,60,At home,4,10.0,Chem & Bioprocess Engineering,Dr Eoin Syron,Autumn,6,,18.0,3.0
399,Assignment: Literature review on a chosen material with emphasis on the primary characterization techniques outlined in the module.,Week 10,,Graded,No,30,Assignment,CHEN40510,30,At home,4,5.0,Chem & Bioprocess Engineering,Dr Ian Reid,Spring,23,,34.5,1.5
400,Assignment: TEM & XPS assignment,Week 11,,Graded,No,30,Assignment,CHEN40510,30,At home,4,5.0,Chem & Bioprocess Engineering,Dr Ian Reid,Spring,23,,34.5,1.5
401,Examination: End of year exam,2 hour End of Trimester Exam,No,Graded,No,40,Examination,CHEN40510,40,In person,4,5.0,Chem & Bioprocess Engineering,Dr Ian Reid,Spring,23,,46.0,2.0
402,Project: Final Project Report,Coursework (End of Trimester),,Graded,No,45,Project,CHEN40530,45,At home,4,5.0,Chem & Bioprocess Engineering,Dr Ioscani Jimenez Del Val,Spring,42,,94.5,2.25
403,Continuous Assessment: Assessment of the student's progress throughout the semester.,Throughout the Trimester,,Graded,No,45,Continuous Assessment,CHEN40530,45,At home,4,5.0,Chem & Bioprocess Engineering,Dr Ioscani Jimenez Del Val,Spring,42,,94.5,2.25
404,Presentation: Final Design Project presentation,Week 12,,Graded,No,10,Presentation,CHEN40530,10,In person,4,5.0,Chem & Bioprocess Engineering,Dr Ioscani Jimenez Del Val,Spring,42,,21.0,0.5
405,Assignment: Critical Review of Published Work,Unspecified,,Standard conversion grade scale 40%,No,15,Assignment,CHEN40540,15,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Damian Mooney,Autumn,0,,0.0,0.75
406,Project: Literature Review (including DoX/Experimental Planning and Safety Review/HRA of Project Work),Coursework (End of Trimester),,Standard conversion grade scale 40%,No,70,Project,CHEN40540,70,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Damian Mooney,Autumn,0,,0.0,3.5
407,Continuous Assessment: Completion of Online Course Material/Associated Assignments,Throughout the Trimester,,Standard conversion grade scale 40%,No,15,Continuous Assessment,CHEN40540,15,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Damian Mooney,Autumn,0,,0.0,0.75
408,"Continuous Assessment: Diary, Competence & Commitment Report, Oral Presentation, Employer and Academic Supervisor Reports",Varies over the Trimester,,Graded,Yes,100,Continuous Assessment,CHEN40550,500,At home,4,25.0,Chem & Bioprocess Engineering,Dr Philip Donnellan,Autumn,0,,0.0,25.0
409,Examination: End-of-semester exam,2 hour End of Trimester Exam,No,Graded,No,75,Examination,CHEN40560,75,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Damian Mooney,Spring,106,,397.5,3.75
410,Examination: Midterm,Week 6,No,Graded,No,25,Examination,CHEN40560,25,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Damian Mooney,Spring,106,,132.5,1.25
411,Continuous Assessment: Individual Assignments,Throughout the Trimester,,Standard conversion grade scale 40%,No,50,Continuous Assessment,CHEN40570,50,At home,4,5.0,Chem & Bioprocess Engineering,Dr Ioscani Jimenez Del Val,Autumn,46,,115.0,2.5
412,Examination: End of trimester exam,2 hour End of Trimester Exam,No,Standard conversion grade scale 40%,No,50,Examination,CHEN40570,50,In person,4,5.0,Chem & Bioprocess Engineering,Dr Ioscani Jimenez Del Val,Autumn,46,,115.0,2.5
413,Continuous Assessment: Diary of experiences. Final Report summarising experiences. Appraisal forms from Employer and UCD Academic Staff. Oral Presentation.,Varies over the Trimester,,Graded,Yes,100,Continuous Assessment,CHEN40580,600,At home,4,30.0,Chem & Bioprocess Engineering,Dr Philip Donnellan,Spring,0,,0.0,30.0
414,Presentation: Oral presentations - monthly update presentations and final summary presentation,Unspecified,,Graded,No,20,Presentation,CHEN40590,120,In person,4,30.0,Chem & Bioprocess Engineering,Dr Georg Pesch,Autumn,26,,156.0,6.0
415,Project: Mini-thesis,Coursework (End of Trimester),,Graded,No,80,Project,CHEN40590,480,At home,4,30.0,Chem & Bioprocess Engineering,Dr Georg Pesch,Autumn,26,,624.0,24.0
416,Seminar: Selected topics will be given to students and they are required to explain the theory and state of the art to the class via talks/presentations/video recordings.,Throughout the Trimester,,Graded,No,50,Seminar,CHEN40610,50,In person,4,5.0,Chem & Bioprocess Engineering,Professor Ravindranathan Thampi,Spring,36,,90.0,2.5
417,Essay: The submission of a Critical review based on the lectures and other materials covered during the term. Sources are open for essay writing to be completed within a specified period.,Coursework (End of Trimester),,Graded,No,50,Essay,CHEN40610,50,At home,4,5.0,Chem & Bioprocess Engineering,Professor Ravindranathan Thampi,Spring,36,,90.0,2.5
418,"Group Project: Design Report: typically consists of four sub-reports (A - D) with corresponding percentage allocation 20%, 10%, 60%, 10%, respectively for Reports A, B, C, D.",Coursework (End of Trimester),,Other,No,60,Group Project,CHEN40620,120,Blended,4,10.0,Chem & Bioprocess Engineering,Assoc Professor Damian Mooney,Autumn,40,,240.0,6.0
419,Presentation: Group Presentation,Week 12,,Other,No,5,Presentation,CHEN40620,10,In person,4,10.0,Chem & Bioprocess Engineering,Assoc Professor Damian Mooney,Autumn,40,,20.0,0.5
420,Continuous Assessment: Peer Assessment (Group Project-based),Unspecified,,Other,No,5,Continuous Assessment,CHEN40620,10,At home,4,10.0,Chem & Bioprocess Engineering,Assoc Professor Damian Mooney,Autumn,40,,20.0,0.5
421,"Continuous Assessment: Examination comprising multiple choice, in conjunction with longer questions, based on lectures delivered during the Trimester.",Unspecified,,Other,No,30,Continuous Assessment,CHEN40620,60,At home,4,10.0,Chem & Bioprocess Engineering,Assoc Professor Damian Mooney,Autumn,40,,120.0,3.0
422,Continuous Assessment: Series of assignments with short questions and problems,Throughout the Trimester,,Graded,Yes,100,Continuous Assessment,CHEN40630,100,At home,4,5.0,Chem & Bioprocess Engineering,Assoc Professor Susan McDonnell,Autumn,39,,195.0,5.0
423,Continuous Assessment: Details of assignments will be provided at the start of the trimester,Varies over the Trimester,,Graded,No,100,Continuous Assessment,CHEN40640,100,At home,4,5.0,Chem & Bioprocess Engineering,Professor Niall Barron,Spring,17,,85.0,5.0
424,Assignment: Literature Review,Coursework (End of Trimester),,Graded,No,50,Assignment,CHEN40650,50,At home,4,5.0,Chem & Bioprocess Engineering,Professor Niall Barron,Spring,18,,45.0,2.5
425,Assignment: Project proposal,Coursework (End of Trimester),,Graded,No,30,Assignment,CHEN40650,30,At home,4,5.0,Chem & Bioprocess Engineering,Professor Niall Barron,Spring,18,,27.0,1.5
426,Assignment: Review of primary research paper,Varies over the Trimester,,Graded,No,20,Assignment,CHEN40650,20,At home,4,5.0,Chem & Bioprocess Engineering,Professor Niall Barron,Spring,18,,18.0,1.0
427,Group Project: written business plan by small group,Week 11,,Graded,No,50,Group Project,CHEN40660,50,Blended,4,5.0,Chem & Bioprocess Engineering,Dr Eoin Syron,Spring,10,,25.0,2.5
